date,duree,taux,type_taux,source
2004-04-01,taux moyen (cout du credit),4.21,moyen,banque_de_france_mir
2004-05-01,taux moyen (cout du credit),4.06,moyen,banque_de_france_mir
2004-06-01,taux moyen (cout du credit),4.06,moyen,banque_de_france_mir
2004-07-01,taux moyen (cout du credit),4.07,moyen,banque_de_france_mir
2004-08-01,taux moyen (cout du credit),4.05,moyen,banque_de_france_mir
2004-09-01,taux moyen (cout du credit),4.08,moyen,banque_de_france_mir
2004-10-01,taux moyen (cout du credit),4.06,moyen,banque_de_france_mir
2004-11-01,taux moyen (cout du credit),4.04,moyen,banque_de_france_mir
2004-12-01,taux moyen (cout du credit),3.91,moyen,banque_de_france_mir
2005-01-01,taux moyen (cout du credit),3.92,moyen,banque_de_france_mir
2005-02-01,taux moyen (cout du credit),3.9,moyen,banque_de_france_mir
2005-03-01,taux moyen (cout du credit),3.79,moyen,banque_de_france_mir
2005-04-01,taux moyen (cout du credit),3.77,moyen,banque_de_france_mir
2005-05-01,taux moyen (cout du credit),3.76,moyen,banque_de_france_mir
2005-06-01,taux moyen (cout du credit),3.7,moyen,banque_de_france_mir
2005-07-01,taux moyen (cout du credit),3.65,moyen,banque_de_france_mir
2005-08-01,taux moyen (cout du credit),3.6,moyen,banque_de_france_mir
2005-09-01,taux moyen (cout du credit),3.57,moyen,banque_de_france_mir
2005-10-01,taux moyen (cout du credit),3.51,moyen,banque_de_france_mir
2005-11-01,taux moyen (cout du credit),3.48,moyen,banque_de_france_mir
2005-12-01,taux moyen (cout du credit),3.51,moyen,banque_de_france_mir
2006-01-01,taux moyen (cout du credit),3.52,moyen,banque_de_france_mir
2006-02-01,taux moyen (cout du credit),3.63,moyen,banque_de_france_mir
2006-03-01,taux moyen (cout du credit),3.64,moyen,banque_de_france_mir
2006-04-01,taux moyen (cout du credit),3.65,moyen,banque_de_france_mir
2006-05-01,taux moyen (cout du credit),3.69,moyen,banque_de_france_mir
2006-06-01,taux moyen (cout du credit),3.77,moyen,banque_de_france_mir
2006-07-01,taux moyen (cout du credit),3.82,moyen,banque_de_france_mir
2006-08-01,taux moyen (cout du credit),3.89,moyen,banque_de_france_mir
2006-09-01,taux moyen (cout du credit),3.96,moyen,banque_de_france_mir
2006-10-01,taux moyen (cout du credit),4.01,moyen,banque_de_france_mir
2006-11-01,taux moyen (cout du credit),4.07,moyen,banque_de_france_mir
2006-12-01,taux moyen (cout du credit),4.12,moyen,banque_de_france_mir
2007-01-01,taux moyen (cout du credit),4.11,moyen,banque_de_france_mir
2007-02-01,taux moyen (cout du credit),4.17,moyen,banque_de_france_mir
2007-03-01,taux moyen (cout du credit),4.19,moyen,banque_de_france_mir
2007-04-01,taux moyen (cout du credit),4.2,moyen,banque_de_france_mir
2007-05-01,taux moyen (cout du credit),4.23,moyen,banque_de_france_mir
2007-06-01,taux moyen (cout du credit),4.26,moyen,banque_de_france_mir
2007-07-01,taux moyen (cout du credit),4.37,moyen,banque_de_france_mir
2007-08-01,taux moyen (cout du credit),4.51,moyen,banque_de_france_mir
2007-09-01,taux moyen (cout du credit),4.61,moyen,banque_de_france_mir
2007-10-01,taux moyen (cout du credit),4.73,moyen,banque_de_france_mir
2007-11-01,taux moyen (cout du credit),4.81,moyen,banque_de_france_mir
2007-12-01,taux moyen (cout du credit),4.85,moyen,banque_de_france_mir
2008-01-01,taux moyen (cout du credit),4.86,moyen,banque_de_france_mir
2008-02-01,taux moyen (cout du credit),4.9,moyen,banque_de_france_mir
2008-03-01,taux moyen (cout du credit),4.89,moyen,banque_de_france_mir
2008-04-01,taux moyen (cout du credit),4.87,moyen,banque_de_france_mir
2008-05-01,taux moyen (cout du credit),4.86,moyen,banque_de_france_mir
2008-06-01,taux moyen (cout du credit),4.88,moyen,banque_de_france_mir
2008-07-01,taux moyen (cout du credit),4.98,moyen,banque_de_france_mir
2008-08-01,taux moyen (cout du credit),5.05,moyen,banque_de_france_mir
2008-09-01,taux moyen (cout du credit),5.18,moyen,banque_de_france_mir
2008-10-01,taux moyen (cout du credit),5.21,moyen,banque_de_france_mir
2008-11-01,taux moyen (cout du credit),5.27,moyen,banque_de_france_mir
2008-12-01,taux moyen (cout du credit),5.34,moyen,banque_de_france_mir
2009-01-01,taux moyen (cout du credit),5.2,moyen,banque_de_france_mir
2009-02-01,taux moyen (cout du credit),4.97,moyen,banque_de_france_mir
2009-03-01,taux moyen (cout du credit),4.78,moyen,banque_de_france_mir
2009-04-01,taux moyen (cout du credit),4.59,moyen,banque_de_france_mir
2009-05-01,taux moyen (cout du credit),4.4,moyen,banque_de_france_mir
2009-06-01,taux moyen (cout du credit),4.3,moyen,banque_de_france_mir
2009-07-01,taux moyen (cout du credit),4.19,moyen,banque_de_france_mir
2009-08-01,taux moyen (cout du credit),4.15,moyen,banque_de_france_mir
2009-09-01,taux moyen (cout du credit),4.13,moyen,banque_de_france_mir
2009-10-01,taux moyen (cout du credit),4.07,moyen,banque_de_france_mir
2009-11-01,taux moyen (cout du credit),3.99,moyen,banque_de_france_mir
2009-12-01,taux moyen (cout du credit),3.91,moyen,banque_de_france_mir
2010-01-01,taux moyen (cout du credit),3.89,moyen,banque_de_france_mir
2010-02-01,taux moyen (cout du credit),3.87,moyen,banque_de_france_mir
2010-03-01,taux moyen (cout du credit),3.82,moyen,banque_de_france_mir
2010-04-01,taux moyen (cout du credit),3.74,moyen,banque_de_france_mir
2010-05-01,taux moyen (cout du credit),3.7,moyen,banque_de_france_mir
2010-06-01,taux moyen (cout du credit),3.66,moyen,banque_de_france_mir
2010-07-01,taux moyen (cout du credit),3.62,moyen,banque_de_france_mir
2010-08-01,taux moyen (cout du credit),3.55,moyen,banque_de_france_mir
2010-09-01,taux moyen (cout du credit),3.53,moyen,banque_de_france_mir
2010-10-01,taux moyen (cout du credit),3.46,moyen,banque_de_france_mir
2010-11-01,taux moyen (cout du credit),3.44,moyen,banque_de_france_mir
2010-12-01,taux moyen (cout du credit),3.42,moyen,banque_de_france_mir
2011-01-01,taux moyen (cout du credit),3.46,moyen,banque_de_france_mir
2011-02-01,taux moyen (cout du credit),3.54,moyen,banque_de_france_mir
2011-03-01,taux moyen (cout du credit),3.64,moyen,banque_de_france_mir
2011-04-01,taux moyen (cout du credit),3.7,moyen,banque_de_france_mir
2011-05-01,taux moyen (cout du credit),3.8,moyen,banque_de_france_mir
2011-06-01,taux moyen (cout du credit),3.86,moyen,banque_de_france_mir
2011-07-01,taux moyen (cout du credit),3.89,moyen,banque_de_france_mir
2011-08-01,taux moyen (cout du credit),3.95,moyen,banque_de_france_mir
2011-09-01,taux moyen (cout du credit),3.93,moyen,banque_de_france_mir
2011-10-01,taux moyen (cout du credit),3.93,moyen,banque_de_france_mir
2011-11-01,taux moyen (cout du credit),3.95,moyen,banque_de_france_mir
2011-12-01,taux moyen (cout du credit),3.94,moyen,banque_de_france_mir
2012-01-01,taux moyen (cout du credit),3.98,moyen,banque_de_france_mir
2012-02-01,taux moyen (cout du credit),4.02,moyen,banque_de_france_mir
2012-03-01,taux moyen (cout du credit),4.03,moyen,banque_de_france_mir
2012-04-01,taux moyen (cout du credit),3.95,moyen,banque_de_france_mir
2012-05-01,taux moyen (cout du credit),3.91,moyen,banque_de_france_mir
2012-06-01,taux moyen (cout du credit),3.83,moyen,banque_de_france_mir
2012-07-01,taux moyen (cout du credit),3.74,moyen,banque_de_france_mir
2012-08-01,taux moyen (cout du credit),3.67,moyen,banque_de_france_mir
2012-09-01,taux moyen (cout du credit),3.63,moyen,banque_de_france_mir
2012-10-01,taux moyen (cout du credit),3.54,moyen,banque_de_france_mir
2012-11-01,taux moyen (cout du credit),3.46,moyen,banque_de_france_mir
2012-12-01,taux moyen (cout du credit),3.4,moyen,banque_de_france_mir
2013-01-01,taux moyen (cout du credit),3.33,moyen,banque_de_france_mir
2013-02-01,taux moyen (cout du credit),3.32,moyen,banque_de_france_mir
2013-03-01,taux moyen (cout du credit),3.27,moyen,banque_de_france_mir
2013-04-01,taux moyen (cout du credit),3.23,moyen,banque_de_france_mir
2013-05-01,taux moyen (cout du credit),3.19,moyen,banque_de_france_mir
2013-06-01,taux moyen (cout du credit),3.12,moyen,banque_de_france_mir
2013-07-01,taux moyen (cout du credit),3.09,moyen,banque_de_france_mir
2013-08-01,taux moyen (cout du credit),3.08,moyen,banque_de_france_mir
2013-09-01,taux moyen (cout du credit),3.11,moyen,banque_de_france_mir
2013-10-01,taux moyen (cout du credit),3.1,moyen,banque_de_france_mir
2013-11-01,taux moyen (cout du credit),3.17,moyen,banque_de_france_mir
2013-12-01,taux moyen (cout du credit),3.17,moyen,banque_de_france_mir
2014-01-01,taux moyen (cout du credit),3.2,moyen,banque_de_france_mir
2014-02-01,taux moyen (cout du credit),3.19,moyen,banque_de_france_mir
2014-03-01,taux moyen (cout du credit),3.17,moyen,banque_de_france_mir
2014-04-01,taux moyen (cout du credit),3.14,moyen,banque_de_france_mir
2014-05-01,taux moyen (cout du credit),3.08,moyen,banque_de_france_mir
2014-06-01,taux moyen (cout du credit),3.02,moyen,banque_de_france_mir
2014-07-01,taux moyen (cout du credit),2.94,moyen,banque_de_france_mir
2014-08-01,taux moyen (cout du credit),2.87,moyen,banque_de_france_mir
2014-09-01,taux moyen (cout du credit),2.82,moyen,banque_de_france_mir
2014-10-01,taux moyen (cout du credit),2.74,moyen,banque_de_france_mir
2014-11-01,taux moyen (cout du credit),2.67,moyen,banque_de_france_mir
2014-12-01,taux moyen (cout du credit),2.6,moyen,banque_de_france_mir
2015-01-01,taux moyen (cout du credit),2.55,moyen,banque_de_france_mir
2015-02-01,taux moyen (cout du credit),2.51,moyen,banque_de_france_mir
2015-03-01,taux moyen (cout du credit),2.42,moyen,banque_de_france_mir
2015-04-01,taux moyen (cout du credit),2.31,moyen,banque_de_france_mir
2015-05-01,taux moyen (cout du credit),2.25,moyen,banque_de_france_mir
2015-06-01,taux moyen (cout du credit),2.17,moyen,banque_de_france_mir
2015-07-01,taux moyen (cout du credit),2.15,moyen,banque_de_france_mir
2015-08-01,taux moyen (cout du credit),2.18,moyen,banque_de_france_mir
2015-09-01,taux moyen (cout du credit),2.21,moyen,banque_de_france_mir
2015-10-01,taux moyen (cout du credit),2.25,moyen,banque_de_france_mir
2015-11-01,taux moyen (cout du credit),2.35,moyen,banque_de_france_mir
2015-12-01,taux moyen (cout du credit),2.32,moyen,banque_de_france_mir
2016-01-01,taux moyen (cout du credit),2.31,moyen,banque_de_france_mir
2016-02-01,taux moyen (cout du credit),2.26,moyen,banque_de_france_mir
2016-03-01,taux moyen (cout du credit),2.18,moyen,banque_de_france_mir
2016-04-01,taux moyen (cout du credit),2.09,moyen,banque_de_france_mir
2016-05-01,taux moyen (cout du credit),1.97,moyen,banque_de_france_mir
2016-06-01,taux moyen (cout du credit),1.85,moyen,banque_de_france_mir
2016-07-01,taux moyen (cout du credit),1.77,moyen,banque_de_france_mir
2016-08-01,taux moyen (cout du credit),1.72,moyen,banque_de_france_mir
2016-09-01,taux moyen (cout du credit),1.68,moyen,banque_de_france_mir
2016-10-01,taux moyen (cout du credit),1.6,moyen,banque_de_france_mir
2016-11-01,taux moyen (cout du credit),1.56,moyen,banque_de_france_mir
2016-12-01,taux moyen (cout du credit),1.5,moyen,banque_de_france_mir
2017-01-01,taux moyen (cout du credit),1.5,moyen,banque_de_france_mir
2017-02-01,taux moyen (cout du credit),1.54,moyen,banque_de_france_mir
2017-03-01,taux moyen (cout du credit),1.54,moyen,banque_de_france_mir
2017-04-01,taux moyen (cout du credit),1.57,moyen,banque_de_france_mir
2017-05-01,taux moyen (cout du credit),1.59,moyen,banque_de_france_mir
2017-06-01,taux moyen (cout du credit),1.61,moyen,banque_de_france_mir
2017-07-01,taux moyen (cout du credit),1.62,moyen,banque_de_france_mir
2017-08-01,taux moyen (cout du credit),1.65,moyen,banque_de_france_mir
2017-09-01,taux moyen (cout du credit),1.65,moyen,banque_de_france_mir
2017-10-01,taux moyen (cout du credit),1.66,moyen,banque_de_france_mir
2017-11-01,taux moyen (cout du credit),1.64,moyen,banque_de_france_mir
2017-12-01,taux moyen (cout du credit),1.6,moyen,banque_de_france_mir
2018-01-01,taux moyen (cout du credit),1.61,moyen,banque_de_france_mir
2018-02-01,taux moyen (cout du credit),1.61,moyen,banque_de_france_mir
2018-03-01,taux moyen (cout du credit),1.58,moyen,banque_de_france_mir
2018-04-01,taux moyen (cout du credit),1.57,moyen,banque_de_france_mir
2018-05-01,taux moyen (cout du credit),1.57,moyen,banque_de_france_mir
2018-06-01,taux moyen (cout du credit),1.55,moyen,banque_de_france_mir
2018-07-01,taux moyen (cout du credit),1.54,moyen,banque_de_france_mir
2018-08-01,taux moyen (cout du credit),1.53,moyen,banque_de_france_mir
2018-09-01,taux moyen (cout du credit),1.51,moyen,banque_de_france_mir
2018-10-01,taux moyen (cout du credit),1.51,moyen,banque_de_france_mir
2018-11-01,taux moyen (cout du credit),1.5,moyen,banque_de_france_mir
2018-12-01,taux moyen (cout du credit),1.48,moyen,banque_de_france_mir
2019-01-01,taux moyen (cout du credit),1.5,moyen,banque_de_france_mir
2019-02-01,taux moyen (cout du credit),1.51,moyen,banque_de_france_mir
2019-03-01,taux moyen (cout du credit),1.5,moyen,banque_de_france_mir
2019-04-01,taux moyen (cout du credit),1.49,moyen,banque_de_france_mir
2019-05-01,taux moyen (cout du credit),1.44,moyen,banque_de_france_mir
2019-06-01,taux moyen (cout du credit),1.39,moyen,banque_de_france_mir
2019-07-01,taux moyen (cout du credit),1.34,moyen,banque_de_france_mir
2019-08-01,taux moyen (cout du credit),1.31,moyen,banque_de_france_mir
2019-09-01,taux moyen (cout du credit),1.27,moyen,banque_de_france_mir
2019-10-01,taux moyen (cout du credit),1.23,moyen,banque_de_france_mir
2019-11-01,taux moyen (cout du credit),1.2,moyen,banque_de_france_mir
2019-12-01,taux moyen (cout du credit),1.17,moyen,banque_de_france_mir
2020-01-01,taux moyen (cout du credit),1.17,moyen,banque_de_france_mir
2020-02-01,taux moyen (cout du credit),1.19,moyen,banque_de_france_mir
2020-03-01,taux moyen (cout du credit),1.19,moyen,banque_de_france_mir
2020-04-01,taux moyen (cout du credit),1.36,moyen,banque_de_france_mir
2020-05-01,taux moyen (cout du credit),1.26,moyen,banque_de_france_mir
2020-06-01,taux moyen (cout du credit),1.26,moyen,banque_de_france_mir
2020-07-01,taux moyen (cout du credit),1.29,moyen,banque_de_france_mir
2020-08-01,taux moyen (cout du credit),1.31,moyen,banque_de_france_mir
2020-09-01,taux moyen (cout du credit),1.3,moyen,banque_de_france_mir
2020-10-01,taux moyen (cout du credit),1.28,moyen,banque_de_france_mir
2020-11-01,taux moyen (cout du credit),1.27,moyen,banque_de_france_mir
2020-12-01,taux moyen (cout du credit),1.24,moyen,banque_de_france_mir
2021-01-01,taux moyen (cout du credit),1.24,moyen,banque_de_france_mir
2021-02-01,taux moyen (cout du credit),1.21,moyen,banque_de_france_mir
2021-03-01,taux moyen (cout du credit),1.18,moyen,banque_de_france_mir
2021-04-01,taux moyen (cout du credit),1.15,moyen,banque_de_france_mir
2021-05-01,taux moyen (cout du credit),1.14,moyen,banque_de_france_mir
2021-06-01,taux moyen (cout du credit),1.12,moyen,banque_de_france_mir
2021-07-01,taux moyen (cout du credit),1.12,moyen,banque_de_france_mir
2021-08-01,taux moyen (cout du credit),1.12,moyen,banque_de_france_mir
2021-09-01,taux moyen (cout du credit),1.13,moyen,banque_de_france_mir
2021-10-01,taux moyen (cout du credit),1.13,moyen,banque_de_france_mir
2021-11-01,taux moyen (cout du credit),1.12,moyen,banque_de_france_mir
2021-12-01,taux moyen (cout du credit),1.1,moyen,banque_de_france_mir
2022-01-01,taux moyen (cout du credit),1.12,moyen,banque_de_france_mir
2022-02-01,taux moyen (cout du credit),1.13,moyen,banque_de_france_mir
2022-03-01,taux moyen (cout du credit),1.14,moyen,banque_de_france_mir
2022-04-01,taux moyen (cout du credit),1.19,moyen,banque_de_france_mir
2022-05-01,taux moyen (cout du credit),1.26,moyen,banque_de_france_mir
2022-06-01,taux moyen (cout du credit),1.35,moyen,banque_de_france_mir
2022-07-01,taux moyen (cout du credit),1.45,moyen,banque_de_france_mir
2022-08-01,taux moyen (cout du credit),1.58,moyen,banque_de_france_mir
2022-09-01,taux moyen (cout du credit),1.68,moyen,banque_de_france_mir
2022-10-01,taux moyen (cout du credit),1.77,moyen,banque_de_france_mir
2022-11-01,taux moyen (cout du credit),1.91,moyen,banque_de_france_mir
2022-12-01,taux moyen (cout du credit),2.05,moyen,banque_de_france_mir
2023-01-01,taux moyen (cout du credit),2.2,moyen,banque_de_france_mir
2023-02-01,taux moyen (cout du credit),2.35,moyen,banque_de_france_mir
2023-03-01,taux moyen (cout du credit),2.54,moyen,banque_de_france_mir
2023-04-01,taux moyen (cout du credit),2.71,moyen,banque_de_france_mir
2023-05-01,taux moyen (cout du credit),2.88,moyen,banque_de_france_mir
2023-06-01,taux moyen (cout du credit),3.04,moyen,banque_de_france_mir
2023-07-01,taux moyen (cout du credit),3.16,moyen,banque_de_france_mir
2023-08-01,taux moyen (cout du credit),3.31,moyen,banque_de_france_mir
2023-09-01,taux moyen (cout du credit),3.36,moyen,banque_de_france_mir
2023-10-01,taux moyen (cout du credit),3.43,moyen,banque_de_france_mir
2023-11-01,taux moyen (cout du credit),3.52,moyen,banque_de_france_mir
2023-12-01,taux moyen (cout du credit),3.6,moyen,banque_de_france_mir
2024-01-01,taux moyen (cout du credit),3.59,moyen,banque_de_france_mir
2024-02-01,taux moyen (cout du credit),3.51,moyen,banque_de_france_mir
2024-03-01,taux moyen (cout du credit),3.5,moyen,banque_de_france_mir
2024-04-01,taux moyen (cout du credit),3.49,moyen,banque_de_france_mir
2024-05-01,taux moyen (cout du credit),3.48,moyen,banque_de_france_mir
2024-06-01,taux moyen (cout du credit),3.43,moyen,banque_de_france_mir
2024-07-01,taux moyen (cout du credit),3.4,moyen,banque_de_france_mir
2024-08-01,taux moyen (cout du credit),3.37,moyen,banque_de_france_mir
2024-09-01,taux moyen (cout du credit),3.33,moyen,banque_de_france_mir
2024-10-01,taux moyen (cout du credit),3.27,moyen,banque_de_france_mir
2024-11-01,taux moyen (cout du credit),3.17,moyen,banque_de_france_mir
2024-12-01,taux moyen (cout du credit),3.14,moyen,banque_de_france_mir
2025-01-01,taux moyen (cout du credit),3.11,moyen,banque_de_france_mir
2025-02-01,taux moyen (cout du credit),3.01,moyen,banque_de_france_mir
2025-03-01,taux moyen (cout du credit),3.05,moyen,banque_de_france_mir
2025-04-01,taux moyen (cout du credit),3.03,moyen,banque_de_france_mir
2025-05-01,taux moyen (cout du credit),3.02,moyen,banque_de_france_mir
2025-06-01,taux moyen (cout du credit),3.01,moyen,banque_de_france_mir
2025-07-01,taux moyen (cout du credit),3.01,moyen,banque_de_france_mir
2025-08-01,taux moyen (cout du credit),3.01,moyen,banque_de_france_mir
2025-09-01,taux moyen (cout du credit),2.99,moyen,banque_de_france_mir
2025-10-01,taux moyen (cout du credit),2.99,moyen,banque_de_france_mir
2025-11-01,taux moyen (cout du credit),3.0,moyen,banque_de_france_mir
2025-12-01,taux moyen (cout du credit),2.99,moyen,banque_de_france_mir
2026-01-01,taux moyen (cout du credit),3.05,moyen,banque_de_france_mir
2026-02-01,taux moyen (cout du credit),3.1,moyen,banque_de_france_mir
2026-03-01,taux moyen (cout du credit),3.1,moyen,banque_de_france_mir
2026-04-01,taux moyen (cout du credit),3.11,moyen,banque_de_france_mir
2026-06-01,10 ans,2.7,meilleur,barometre_empruntis
2026-06-01,15 ans,2.85,meilleur,barometre_empruntis
2026-06-01,20 ans,3.0,meilleur,barometre_empruntis
2026-06-01,25 ans,3.2,meilleur,barometre_empruntis
2026-06-01,7 ans,2.7,meilleur,barometre_empruntis
2026-06-01,10 ans,3.25,moyen,barometre_empruntis
2026-06-01,15 ans,3.35,moyen,barometre_empruntis
2026-06-01,20 ans,3.45,moyen,barometre_empruntis
2026-06-01,25 ans,3.55,moyen,barometre_empruntis
2026-06-01,7 ans,3.2,moyen,barometre_empruntis
2024-12-01,15 ans,3.24,moyen,credit_logement_csa
2025-05-01,15 ans,3.05,moyen,credit_logement_csa
2025-12-01,15 ans,3.09,moyen,credit_logement_csa
2026-03-01,15 ans,3.04,moyen,credit_logement_csa
2026-04-01,15 ans,3.06,moyen,credit_logement_csa
2026-05-01,15 ans,3.12,moyen,credit_logement_csa
2024-12-01,20 ans,3.26,moyen,credit_logement_csa
2025-05-01,20 ans,3.09,moyen,credit_logement_csa
2025-12-01,20 ans,3.17,moyen,credit_logement_csa
2026-03-01,20 ans,3.21,moyen,credit_logement_csa
2026-04-01,20 ans,3.27,moyen,credit_logement_csa
2026-05-01,20 ans,3.34,moyen,credit_logement_csa
2024-12-01,25 ans,3.34,moyen,credit_logement_csa
2025-05-01,25 ans,3.17,moyen,credit_logement_csa
2025-12-01,25 ans,3.25,moyen,credit_logement_csa
2026-03-01,25 ans,3.27,moyen,credit_logement_csa
2026-04-01,25 ans,3.31,moyen,credit_logement_csa
2026-05-01,25 ans,3.37,moyen,credit_logement_csa
2024-12-01,toutes durees,3.31,moyen,credit_logement_csa
2025-05-01,toutes durees,3.09,moyen,credit_logement_csa
2025-12-01,toutes durees,3.16,moyen,credit_logement_csa
2026-03-01,toutes durees,3.22,moyen,credit_logement_csa
2026-04-01,toutes durees,3.23,moyen,credit_logement_csa
2026-05-01,toutes durees,3.25,moyen,credit_logement_csa
